area,network_type,type,hour_local,is_weekend,n_tests,n_ips,med_mbps,p25_mbps,p10_mbps,mean_mbps,med_rtt,mean_rtt,mean_loss
capital,cellular,download,23,False,658317,222059,13.683968301174199,5.634459716451667,1.8735136889757602,22.55904039569421,23.023733367944924,33.98919286198276,0.03222574644290877
capital,cellular,download,0,True,209866,124006,16.384707474222658,7.167154083739334,2.5972655809873517,25.416184461070124,21.999690230147053,32.4060958755272,0.025067403506691
capital,cellular,download,1,True,145091,82855,20.09490342957172,9.235760743650914,3.5131474585292257,29.624987758741536,21.456860933808407,32.04731193906388,0.01976736222875844
capital,cellular,download,2,True,99771,53372,23.43530288255846,11.087088601528901,4.403221113312695,32.8388324413376,21.235053340874487,31.399286120967894,0.01671141132562936
capital,cellular,download,3,True,75969,44969,24.951194820265933,11.73808711017419,4.733715047048546,34.74801333902947,21.56865069863218,31.659947646942666,0.01545925180708841
capital,cellular,download,4,True,75828,46256,23.04469524634336,10.535312070704501,4.015519902961658,33.396763952446676,22.014478724873968,32.390530670922296,0.018593628614604597
capital,cellular,download,5,True,96600,58891,23.16323591524345,10.971724527301955,4.275858164414683,33.12302809539255,22.157762167208947,31.915003167898615,0.019118848002167527
capital,cellular,download,6,True,128510,74561,20.207281235609425,9.400768873798935,3.552789569546967,29.588459767717353,21.484588452166594,31.359258706157846,0.021593655213325045
capital,cellular,download,7,True,177646,89646,17.87698525749694,8.07120816873549,3.0555975978715373,26.86200760738907,21.419061065359603,31.5904319042928,0.02374007183119233
capital,cellular,download,8,True,224619,116687,15.775583342334313,6.929635072476456,2.4522104171987826,24.62147090995443,21.54480326531306,32.001962664802534,0.027636287932827585
capital,cellular,download,9,True,270219,134879,14.064535047312722,5.996540660096539,2.066161986417365,22.780824372643725,21.662861384256203,32.2503839281088,0.03094055755712954
capital,cellular,download,10,True,300483,134709,12.683465034784103,5.245851922573919,1.7097971741984883,21.316235438318824,22.12630119778314,33.085295836107036,0.03460135458249654
capital,cellular,download,11,True,310100,142904,11.856159364086384,4.750761548510789,1.4894676459499194,20.605984952944105,22.43492294334222,33.52833157884547,0.037429020262310646
capital,cellular,download,12,True,305170,169697,11.273061445028667,4.408658843252039,1.364598913420238,19.794156830524916,22.971456536081856,34.20577566938688,0.03945128633903229
capital,cellular,download,13,True,304748,140112,11.761239478248678,4.719827634517099,1.4629315431800978,20.356717010439162,22.869650939226176,34.223546002323495,0.038343078809816286
capital,cellular,download,14,True,302646,150323,11.976868332133678,4.9009372944191245,1.5906226943679092,20.733134662566446,22.287354756316134,33.27162378511651,0.03652332131256306
capital,cellular,download,15,True,296872,128747,12.25671470762263,5.096229124997108,1.6534208725125585,20.897248720879844,21.854929873196948,32.78516543810472,0.035077051307410234
capital,cellular,download,16,True,305798,128533,12.248242327840908,5.082942100245667,1.6831648807743738,21.00070029959754,21.910185165920876,32.73197944132471,0.034905943458957485
capital,cellular,download,17,True,326928,151752,11.143551177497717,4.4547993230516125,1.404666863164362,19.802214067945574,22.557289810472845,33.649113359580795,0.038614563404759134
capital,cellular,download,18,True,364241,135020,10.084090502886221,3.800975650393779,1.1516229620670233,18.682263372115774,23.719255570375815,35.37270030067962,0.04353725605075011
capital,cellular,download,19,True,435801,175553,8.634441283893173,3.0497483793846527,0.8913692151629411,17.16029307996166,24.67235188768127,36.66601506437449,0.04965054924953504
capital,cellular,download,20,True,472829,182503,7.976440980273695,2.7336216779115237,0.7930430617426419,16.263477911132654,25.264884432222022,37.847105446184315,0.053230334644995936
capital,cellular,download,21,True,446735,137135,8.254587420622581,2.836984483813701,0.8435633710494729,16.73919873127898,25.048220019454444,37.24398941705377,0.051498527820003324
capital,cellular,download,22,True,363711,168745,9.750951934708587,3.58755353341189,1.0923565817694751,18.19475759432479,24.086630046087258,35.818583499932544,0.04381661789285089
capital,cellular,download,23,True,266705,123126,12.718564601192416,5.091241546693816,1.6486837297132433,21.531136900491926,23.095536708721085,33.762590814485925,0.03442070036498807
capital,cellular,upload,0,False,339587,158958,6.654198700902178,1.109081678949077,0.0800126561699947,11.32107316687844,22.469408058829472,32.9270016287413,0.0
capital,cellular,upload,1,False,231907,114702,7.333611604976063,1.2829263819132026,0.08180724647093388,12.157091102363236,21.931730688146338,32.76301751419981,0.0
capital,cellular,upload,2,False,153606,79091,7.913831934220511,1.46670204669264,0.08311963928028246,12.808845969326889,21.937880709313333,32.83294039898955,0.0
capital,cellular,upload,3,False,117677,71439,8.103333286051521,1.5610346577065377,0.0840933600707033,13.046429197081233,22.334774415088177,33.002459270653674,0.0
capital,cellular,upload,4,False,124876,77701,8.175710193888412,1.6433206919138135,0.08672608389826679,13.126064039148027,23.16064016780137,33.97395977863025,0.0
capital,cellular,upload,5,False,191384,100316,9.20657785581908,1.9169317174441183,0.0972015644868082,13.984043820694854,20.927718199087636,31.01088971633426,0.0
capital,cellular,upload,6,False,289439,125007,9.280729520354459,1.8997311979582143,0.0898753509556083,13.957893767854685,20.432168054546217,30.649690496264636,0.0
capital,cellular,upload,7,False,429870,172850,8.171547493857444,1.6040997142250142,0.08537318194110378,12.930573725264185,20.80023122888025,31.08789735965297,0.0
capital,cellular,upload,8,False,532809,250904,7.341927151440915,1.319360765968394,0.08241812164327035,12.143711341964075,21.244697456138862,31.86627486910509,0.0
capital,cellular,upload,9,False,612779,196934,6.997748403737114,1.2276987040852891,0.08182658813156489,11.756958603358536,21.48673098967061,32.14217521709331,0.0
capital,cellular,upload,10,False,619979,268379,6.673566063420655,1.1322338720554748,0.08062958413663156,11.382371551826955,21.62032481691334,32.202868743022755,0.0
capital,cellular,upload,11,False,593292,220541,6.598069902209266,1.1250996992978757,0.08078826743473708,11.213604935117537,22.307842285163463,33.039233645931375,0.0
capital,cellular,upload,12,False,589059,190680,6.223485043636824,1.009419484421095,0.07886738332904257,10.826878972777633,22.747893162284498,33.29359725344498,0.0
capital,cellular,upload,13,False,619629,257837,6.4573402434640705,1.092391243418284,0.08056560374391734,11.083199031123105,22.480060570680507,32.854648953223105,0.0
capital,cellular,upload,14,False,603278,228537,6.659928268642969,1.1543027766263703,0.0806931658957269,11.260482633859704,22.285294111868307,32.495762916713566,0.0
capital,cellular,upload,15,False,582321,182417,7.11628237733928,1.271425490481005,0.08157471200902569,11.619580115956142,21.89319537993174,32.12215407590866,0.0
capital,cellular,upload,16,False,597752,238890,7.275894513925871,1.3102891103644756,0.08146493833786657,11.671834960597474,21.734575114311582,32.04162577719773,0.0
capital,cellular,upload,17,False,622356,168369,6.781864056044873,1.1614321742717781,0.07938413451027082,11.169990829032761,22.472799479306875,32.958757331576244,0.0
capital,cellular,upload,18,False,692068,244335,5.8631917131086935,0.9256652691832127,0.07768449115991365,10.309931374676559,23.845302778079606,35.028549892109126,0.0
capital,cellular,upload,19,False,838467,250256,5.13373579053675,0.7390194126949112,0.07614828369862964,9.58764511118122,24.57537235482236,36.21590499520445,0.0
capital,cellular,upload,20,False,905996,324347,4.660791847431524,0.6529579806834745,0.07594988588143754,9.057460006114175,25.422555248993348,37.370747480914375,0.0
capital,cellular,upload,21,False,814763,277191,4.639019231004032,0.6636977871968187,0.07592839386246422,9.068786048253575,25.357257181532066,37.08204464146492,0.0
capital,cellular,upload,22,False,656543,229137,5.118074961858102,0.7821434255541115,0.0764501680871649,9.603129969568839,24.331642470052923,35.44474407787998,0.0
capital,cellular,upload,23,False,484453,180968,5.92476469235303,0.9685557154130875,0.0792029280580922,10.465167628595713,23.225876397964964,33.84301367003609,0.0
capital,cellular,upload,0,True,154206,99530,6.372797864786363,1.0747383791806233,0.08007822383004787,11.059814350413216,22.30009633260289,32.229209217259324,0.0
capital,cellular,upload,1,True,107866,66932,7.301761999774883,1.3540315557288163,0.08229682157586156,11.95108364737501,21.536021223461034,31.780549303218294,0.0
capital,cellular,upload,2,True,74777,48972,8.118991162397409,1.5303983194774609,0.08325348371593606,12.840128389099911,21.32858119555751,31.153186876387686,0.0
capital,cellular,upload,3,True,57789,31302,8.42161351507391,1.7015584138942736,0.08633717187388361,13.124199699849505,21.863331561327463,31.569351483263514,0.0
capital,cellular,upload,4,True,58614,31363,8.089266061161092,1.6304170565018772,0.09019488457034988,12.87765477945347,22.210487806436355,32.23162521969121,0.0
capital,cellular,upload,5,True,74723,40425,8.316701728918266,1.7148628950485443,0.09081798060806451,13.063987560186344,22.236068103246595,31.641430083923364,0.0
capital,cellular,upload,6,True,99383,64267,8.346914900072655,1.6436589711011018,0.08872973089958618,13.094185153824718,21.30184535242854,31.15835960189591,0.0
capital,cellular,upload,7,True,136927,79099,7.924155713834129,1.5382374517793114,0.08795586405456546,12.6458201239982,21.460390061532628,31.522026090322832,0.0
capital,cellular,upload,8,True,172673,85478,7.314525958765803,1.3330963190179181,0.08357969609497168,12.06909137132922,21.455546638217918,31.68298827045725,0.0
capital,cellular,upload,9,True,206838,105783,6.894235681973902,1.2555470335340027,0.08245786597953239,11.56052612996528,21.566806496547375,31.837719517030635,0.0
capital,cellular,upload,10,True,228105,138194,6.517414359423392,1.1296330310654628,0.08135953737286201,11.220541779774884,22.12862446521244,32.66935162960786,0.0
capital,cellular,upload,11,True,233495,119602,6.291650410402749,1.0865494948817764,0.0806153242358459,10.915095113826606,22.500344559799096,33.06537261192875,0.0
capital,cellular,upload,12,True,225304,100796,5.989715748387447,0.9594395739700304,0.07849143333548766,10.557640689565357,23.020252659430074,33.90259328663003,0.0
