name_en,name_th,avg_d_mbps,total_tests,n_tiles,rank
Thalang,ถลาง,290.9324161201106,12655.0,408.0,1
MuangPhuket,เมืองภูเก็ต,288.906575035868,20910.0,363.0,2
Kathu,กะทู้,243.63572638614949,9126.0,124.0,3
