province,quarter,year,quarter.1,avg_d_mbps,avg_u_mbps,avg_lat_ms_wt,total_tests,n_tiles,is_reliable,region,internet_tier,pop_2024,gdp_per_capita_raw_2021,density_per_km2,gdp_per_capita_usd_ppp_2021,gdp_per_capita_thb_2021
Yên Bái,2023-Q2,2023,2,24.35936299530814,19.551923130528024,193.49411496746205,461.0,2.0,False,Northwest,4,950000,1845.51,119,5155.28,164865.75
Điện Biên,2023-Q2,2023,2,19.206570077914837,21.537712847313117,179.91841121495327,107.0,3.0,False,Northwest,4,705000,1589.03,63,4438.82,141953.51
Đà Nẵng,2023-Q2,2023,2,35.12982773230708,28.55123414995912,151.7369141887847,5011.0,3.0,False,South Central Coast,1,1294000,4811.58,883,13440.74,429834.96
Đắk Lắk,2023-Q2,2023,2,24.242775727836992,23.221681388103203,170.20437895569623,1264.0,10.0,True,Central Highlands,3,2016000,2555.78,143,7139.36,228316.6
Đắk Nông,2023-Q2,2023,2,25.569984684286055,21.89103946235517,147.10848221343872,253.0,5.0,True,Central Highlands,2,670000,3000.7,96,8382.2,268062.84
Đồng Nai,2023-Q2,2023,2,36.176077578695605,31.004254361805856,106.72003726129478,4294.0,13.0,True,Southeast,2,3227000,3485.16,528,9735.5,311341.31
Đồng Tháp,2023-Q2,2023,2,30.37668867010313,26.932321635849828,118.0614945226917,639.0,7.0,True,Mekong Delta,3,1838000,2240.56,473,6258.82,200156.92
An Giang,2023-Q3,2023,3,24.748463079248438,25.88290873675657,117.82586226318485,1953.0,5.0,True,Mekong Delta,1,2057000,3791.46,540,10591.12,338704.14
Bà Rịa–Vũng Tàu,2023-Q3,2023,3,30.3926063078576,27.832530678602367,93.9508534482759,2900.0,4.0,False,Southeast,1,1303000,36786.39,580,102759.68,3286254.54
Bình Dương,2023-Q3,2023,3,27.197037068277112,27.33633918634478,114.33371221662466,1588.0,8.0,True,Southeast,2,2564000,3663.54,901,10233.79,327276.61
Bình Phước,2023-Q3,2023,3,19.59730554239536,18.991341553573474,127.2187739965096,1146.0,6.0,True,Southeast,2,1313000,3606.56,145,10074.62,322186.39
