area,network_type,type,hour_local,is_weekend,n_tests,n_ips,med_mbps,p25_mbps,p10_mbps,mean_mbps,med_rtt,mean_rtt,mean_loss
capital,broadband,download,0,False,886988,338006,44.33432859470152,13.451943637445867,2.9689539155880054,87.8165063284277,33.15552268047077,47.60394093166339,0.04680481620190544
capital,broadband,download,1,False,592415,206431,47.79913552322465,15.571669127591328,3.5808648524566418,91.09672267780076,33.194874208425524,46.30017436303596,0.04491498108374704
capital,broadband,download,2,False,428749,151042,53.049957498854205,18.75119053732434,4.63286659280377,97.07198304746177,32.892136773693814,44.59511157617709,0.04387580053723423
capital,broadband,download,3,False,333045,122158,54.923847271513885,19.880383018796827,5.15034122209839,99.23432493337366,32.81202196669652,43.875822141130186,0.043517176497056824
capital,broadband,download,4,False,312408,110870,53.80067488398314,20.285442413188278,5.313552458299016,99.58777949330575,33.016152892697846,44.27845559504361,0.04311108207658747
capital,broadband,download,5,False,384957,137915,50.49759848730138,18.42073334044054,4.834459267867043,95.29283468836408,33.19853820505418,44.538458789231505,0.04450997825529345
capital,broadband,download,6,False,523728,207207,44.99982693445181,15.30977664211544,3.8198675647653526,86.77915260913545,33.44633132489026,46.60213752781532,0.04536536307405423
capital,broadband,download,7,False,754177,268844,41.42895594992251,12.35825211271894,2.8542077024023818,80.60333729292053,33.98556836156713,48.11673832774874,0.04870831652372629
capital,broadband,download,8,False,1147800,354278,38.00244174265988,10.382696865686615,2.2212862065877714,75.16654113996287,36.44179838646649,53.25552503576025,0.05370072785064034
capital,broadband,download,9,False,1429844,410217,36.941057936643446,9.90022246263351,2.073176036771212,73.83495373684283,37.6747451518034,55.055728039486155,0.05516613754775078
capital,broadband,download,10,False,1608520,432704,37.152129324826504,10.017763138509997,2.0911973130110755,74.93133488867218,37.64478976140543,54.965341109200565,0.0567035370582899
capital,broadband,download,11,False,1614969,446100,36.64284134504395,9.647432436366929,2.002443505703475,74.82614576761098,37.84567178647114,55.14229968882829,0.058474755401714595
capital,broadband,download,12,False,1503333,498257,33.5714136443451,8.481205367231524,1.688606891185078,71.86915142205363,39.43973158886085,56.863553766786445,0.06249625523948585
