area,network_type,type,hour_local,is_weekend,n_tests,n_ips,med_mbps,p25_mbps,p10_mbps,mean_mbps,med_rtt,mean_rtt,mean_loss
capital,broadband,download,0,False,7782,2613,11.71489340179805,4.970604676494988,1.1683055820059343,14.689331102970474,85.53049999999999,129.86011416816658,0.10271726788957004
capital,broadband,download,1,False,5114,2499,13.519738674369208,6.728349738310634,1.8397454533131878,16.574748281864963,83.9375,124.43558939749612,0.10158967404648883
capital,broadband,download,2,False,3608,1542,14.160992058807189,7.0387096498034945,1.8458506059806312,17.704321461928647,83.225,124.08052204047686,0.09692830288866454
capital,broadband,download,3,False,2707,1313,14.020013021493464,7.966959367120003,2.4466163992815875,18.0070320985872,80.421,119.725492427041,0.08767458545520775
capital,broadband,download,4,False,2489,1223,14.692536461370146,7.838743132474494,2.0271602659757892,17.752570536702894,81.0,123.04637042989148,0.08657335030857546
capital,broadband,download,5,False,2784,1381,14.026020161839112,7.1149317892562145,2.229551075866568,16.818438742190533,80.0,118.37617385057473,0.0983601291729108
capital,broadband,download,6,False,4540,2300,13.60089919412849,6.468185503642065,1.7341465383870838,15.736896677521328,84.858,122.98744326944258,0.0995299078701842
capital,broadband,download,7,False,6972,2974,13.500863978152143,6.2080177294475725,1.5702639026492495,17.104183084969705,84.42150000000001,120.4587301951779,0.10682959710000459
capital,broadband,download,8,False,10967,5367,14.925981177663019,6.3342062878055305,1.5773471193329174,22.14240696877694,84.1305,116.4226177275215,0.10733439438241421
capital,broadband,download,9,False,15058,5912,15.688988172462647,6.603964718727916,1.4876720731443605,23.662199971888423,84.364,119.03303959606704,0.10628747349253848
capital,broadband,download,10,False,16807,8124,15.252902491535034,6.247312361498965,1.3028886466688596,22.03515075097503,84.722,119.70594024876503,0.10695865276487719
capital,broadband,download,11,False,18005,7498,14.467760729396106,5.682618391924933,1.1490543777257467,21.069741662782302,85.352,121.55391083333328,0.10743542050008782
capital,broadband,download,12,False,16596,7576,13.568467251516173,5.115393461367107,1.0862118948488209,19.304792653757445,85.48,121.91190790187443,0.11257381021717625
capital,broadband,download,13,False,17709,6217,13.251476106710056,4.852891829421634,0.9691299384983758,20.26849759162341,87.025,125.87445350282489,0.11341017812708425
capital,broadband,download,14,False,16932,6559,13.125025317173687,4.706836743108106,0.9487360877133352,19.721789304110562,86.072,124.30657095592574,0.11358986640774808
capital,broadband,download,15,False,16493,7127,14.03948920789784,5.245989632977744,1.085700471491405,20.696476615686205,85.0,121.2271273355982,0.10915907245953117
capital,broadband,download,16,False,15554,7012,13.29049110229813,4.830803168127823,1.0093531272767902,20.11002119571744,86.418,124.05705728429987,0.11130433531931884
capital,broadband,download,17,False,14425,4864,12.737557059258632,4.900739857217819,1.0750198334476295,16.96443283178097,87.747,126.02057271655457,0.1139403281827886
capital,broadband,download,18,False,16737,6498,11.187819042293476,4.108659592431341,0.858135931672227,15.432666448266524,88.049,127.88651431303408,0.1184287055140805
capital,broadband,download,19,False,20551,7638,9.440878374741473,2.696114876490496,0.5245134567385995,13.208899449333044,90.465,133.9837717999902,0.12514240758371695
capital,broadband,download,20,False,24718,8574,8.167406881130976,1.9853411882248435,0.42253188504267863,11.662806141093855,92.671,138.04669313904077,0.13233642990009428
capital,broadband,download,21,False,25188,10810,8.326680449161717,2.218940153925914,0.4577594292490974,11.793045340333741,91.6985,138.55217769744166,0.12935484335581504
capital,broadband,download,22,False,19831,6592,9.07879727756288,2.844384300170887,0.5858590043964013,12.08823027336062,89.401,134.939168146952,0.12215508118398215
capital,broadband,download,23,False,13506,5589,11.226646936238046,4.530447876350844,1.0088226065431094,13.790786861035041,85.35,127.76344316077906,0.10733258556977304
capital,broadband,download,0,True,3817,1477,11.15299322703231,4.447676843412451,0.9646891914960132,13.863211315675276,85.887,128.84481367924533,0.10465039097196227
capital,broadband,download,1,True,2764,933,12.442797324014919,5.6820769919973575,1.1148286627441018,15.248355893550487,79.564,121.1239007965243,0.09435779134955924
capital,broadband,download,2,True,1717,797,14.275382409502647,7.688999185274808,2.0040124023788164,15.643889028706454,81.454,122.40443680838672,0.10400523519621649
capital,broadband,download,3,True,1337,593,15.940373403603187,8.916729355552674,2.432889967317072,16.282310458929395,79.0,119.82926626776364,0.09790136884073397
capital,broadband,download,4,True,1208,489,14.953701557563939,8.6829445804198,2.4811528197048136,15.312260133113453,77.959,111.01547433774834,0.08480764755572538
capital,broadband,download,5,True,1189,572,13.475455051443282,7.221424881497204,2.719104297610773,14.462000441583317,79.0,119.59609006734007,0.09279132981423611
