province,quarter,year,quarter,avg_d_mbps,avg_u_mbps,avg_lat_ms_wt,total_tests,n_tiles,is_reliable,region,internet_tier,pop_2024,gdp_per_capita_thb_2021,density_per_km2
East Kalimantan,2023-Q3,2023,3,13.702521736248046,6.37891707147372,58.415415667288215,58455,5,True,Kalimantan,1,4267600,1229536.0,34
East Nusa Tenggara,2023-Q3,2023,3,8.024273359204203,5.116290374580891,46.119460076880834,9105,1,True,Lesser Sunda Islands,4,5742600,138592.0,124
Gorontalo,2023-Q3,2023,3,14.35807742136462,9.803396585888514,130.4272804823582,2239,1,True,Sulawesi,4,1242200,250400.0,103
Jakarta,2023-Q3,2023,3,18.308464275225933,10.782973069238016,51.51627719653378,1415997,55,True,Java,1,10678000,1850432.0,16141
Jambi,2023-Q3,2023,3,15.545022296226938,7.679035782945889,50.99763598396257,11972,2,True,Sumatra,1,3768500,439136.0,77
Lampung,2023-Q3,2023,3,21.11771992011368,10.137788030697566,45.36028909111337,44510,4,True,Sumatra,3,9522900,275840.0,284
Maluku,2023-Q3,2023,3,7.569581433461194,4.458792082795414,112.03828840856112,4719,2,True,Maluku Islands,4,1970600,175616.0,43
North Kalimantan,2023-Q3,2023,3,12.561489684553589,7.949367008536859,58.21628396436527,898,1,True,Kalimantan,1,749400,1044576.0,11
North Maluku,2023-Q3,2023,3,9.237353199713851,4.625265821191297,103.10336974789917,119,1,True,Maluku Islands,3,1373800,271520.0,44
North Sulawesi,2023-Q3,2023,3,12.414740357142287,8.315687137613146,116.05102796781216,38162,6,True,Sulawesi,2,2721400,364032.0,188
North Sumatra,2023-Q3,2023,3,19.925925289972863,8.15704923933302,58.910420961048,192541,12,True,Sumatra,2,15785800,387744.0,218
Papua,2023-Q3,2023,3,9.746898952061107,4.906089052328647,139.70260779964224,13975,5,True,Western New Guinea,2,4600500,363936.0,15
Riau,2023-Q3,2023,3,27.81835631707331,7.730048741103741,39.71693750906678,89620,9,True,Sumatra,1,6811200,874688.0,76
Riau Islands,2023-Q3,2023,3,26.33852521200517,8.326361908135743,31.125859824699116,15288,4,True,Sumatra,1,2213500,876480.0,271
South Kalimantan,2023-Q3,2023,3,13.757993733240658,7.28907952988827,56.54509106889924,79077,7,True,Kalimantan,3,4323300,314688.0,116
South Sulawesi,2023-Q3,2023,3,14.901129774732787,6.727289376750892,54.97508193279822,167209,8,True,Sulawesi,2,9563100,401824.0,211
South Sumatra,2023-Q3,2023,3,21.69409034128092,9.00882323887198,46.69458579692222,90597,4,True,Sumatra,2,8928500,387264.0,103
Southeast Sulawesi,2023-Q3,2023,3,15.39935073309864,6.690961149450215,88.65216767473119,2977,3,True,Sulawesi,3,2836700,352288.0,78
West Java,2023-Q3,2023,3,14.65628233740268,10.179288851298953,48.00387682337483,404822,40,True,Java,3,50759000,305152.0,1370
West Kalimantan,2023-Q3,2023,3,13.946256075185044,6.264362400271628,58.84440810805226,48426,4,True,Kalimantan,3,5766000,284800.0,39
West Nusa Tenggara,2023-Q3,2023,3,16.092991964618435,10.096100996464797,77.87037529941556,10439,2,True,Lesser Sunda Islands,4,5731100,175136.0,292
West Papua,2023-Q3,2023,3,7.698546305094705,5.314458072502466,114.67754979511848,5613,3,True,Western New Guinea,1,1224000,550528.0,12
West Sumatra,2023-Q3,2023,3,14.08559344745914,6.995012240123966,49.968949240042704,34674,9,True,Sumatra,3,5914300,305056.0,140
Yogyakarta,2023-Q3,2023,3,14.364054571067957,9.419010224190767,58.72442649682879,113220,6,True,Java,4,3781500,271040.0,1193
Aceh,2023-Q4,2023,4,30.58722752406076,8.572286327920542,30.760820038811158,9791,7,True,Sumatra,4,5626000,233536.0,99
Bali,2023-Q4,2023,4,20.11697291652985,11.018897762015271,43.31223656665378,67266,3,True,Lesser Sunda Islands,3,4461300,339360.0,799
Banten,2023-Q4,2023,4,18.58979723999932,10.888849750504258,39.83539544760272,26845,11,True,Java,2,12537400,371936.0,1340
Bengkulu,2023-Q4,2023,4,15.39173942623722,7.753393125345988,66.79068038237739,4812,1,True,Sumatra,4,2138000,263712.0,106
Central Java,2023-Q4,2023,4,17.655858793926736,8.868731471081704,40.91195681003715,413853,29,True,Java,4,38233900,260512.0,1113
Central Kalimantan,2023-Q4,2023,4,13.512771204342366,5.6465368898151045,39.53521599655784,20918,2,True,Kalimantan,1,2845000,423776.0,19
Central Sulawesi,2023-Q4,2023,4,10.94338699342414,5.908127466850924,55.442537670682746,6225,2,True,Sulawesi,1,3156100,541024.0,51
East Java,2023-Q4,2023,4,21.748298118736127,9.677406596632302,38.82422013811555,494845,45,True,Java,2,42089300,404416.0,876
East Kalimantan,2023-Q4,2023,4,13.64591910582388,6.688627946390329,50.45476305743324,82256,4,True,Kalimantan,1,4267600,1229536.0,34
