asn,operator,as_name,network_type,quarter,year,quarter_num,avg_d_mbps,avg_u_mbps,med_d_mbps,med_u_mbps,avg_lat_ms,med_lat_ms,total_tests,n_ips_approx,market_share_pct,is_reliable
7713,Telkom Indonesia,PT Telekomunikasi Indonesia,broadband,2023-Q1,2023,1,13.919881685686384,6.120217313319301,7.231367274915565,3.5412790477327416,67.12288597172821,32.42,6515382,1611896,59.847852988855266,True
17451,Biznet,BIZNET NETWORKS,broadband,2023-Q1,2023,1,27.946946241086486,25.302641380608776,15.687380994743048,11.333615746742318,81.10618645164377,43.754,464051,86522,4.2625982678116605,True
(unknown),,,broadband,2023-Q1,2023,1,11.54203526345267,7.429394666096863,5.655610850091313,3.401295193189501,92.82745737525649,55.782,407151,21491,3.739936229719978,True
23700,Link Net,Linknet-Fastnet ASN,broadband,2023-Q1,2023,1,29.00056413485282,13.636770199075777,21.044894870642807,7.283086000243173,42.74692578246481,28.497,395826,113669,3.6359090314530484,True
9341,ICON+,PT INDONESIA COMNETS PLUS,broadband,2023-Q1,2023,1,12.036556728906662,11.947262298995838,8.123586511403287,8.635564619336211,60.17225270432973,36.559,316574,4191,2.907929912949673,True
63859,MyRepublic,PT. Eka Mas Republik,broadband,2023-Q1,2023,1,9.464489239384662,8.001293897847118,2.8776254313022123,2.3890548940200946,135.5599919875743,92.874,199129,8879,1.8291242352048982,True
135478,CBN,PT. Cyberindo Aditama,broadband,2023-Q1,2023,1,17.342656286886054,13.39960832272826,9.8405695380011,8.475308197534419,45.62388320372523,32.444,127636,23894,1.172416377748155,True
131111,Moratelindo,PT Mora Telematika Indonesia,broadband,2023-Q1,2023,1,16.797094002695367,14.130063150282815,9.206648796225167,6.272131504616574,204.4041843647234,302.533,100431,5075,0.9225214612932477,True
55699,,PT. Cemerlang Multimedia,broadband,2023-Q1,2023,1,14.782672332357803,10.075838242252685,9.575297134811697,5.956725721167981,42.917544705817214,21.49,90457,4649,0.8309040418217812,True
139994,XL Axiata,PT XL Axiata Tbk,broadband,2023-Q1,2023,1,22.082392239441166,21.247090091483443,17.131097934365588,17.06276767734067,70.36651308616526,46.566,73790,3663,0.677807237096402,True
45305,,"Lintas Data Prima, PT",broadband,2023-Q1,2023,1,6.0419334208015325,4.208198667531794,2.765450320185912,1.7650614017360735,85.91964277276627,52.7225,55925,452,0.5137060541349273,True
138089,,PT.Global Media Data Prima,broadband,2023-Q1,2023,1,4.947558586057982,4.742822707051487,2.6573920041534786,2.4238677234794186,57.199244092915144,36.472,55099,392,0.5061187282392554,True
138886,,PT Data Buana Nusantara,broadband,2023-Q1,2023,1,5.8255066586441036,4.61690157825237,2.793331353231235,2.3765229215531605,62.978415603854835,41.0,48805,161,0.4483044071891842,True
17670,,PT. MNC Kabel Mediacom,broadband,2023-Q1,2023,1,15.646673501051836,13.492375846474602,10.104036360969715,9.014647335466869,59.676496966342384,38.117,47011,1401,0.431825396708754,True
64300,,PT JARINGANKU SARANA NUSANTARA,broadband,2023-Q1,2023,1,5.629085521013026,4.398713033266879,2.4218734691203037,2.1157334213328935,90.514101655912,58.0,42175,718,0.38740371628324644,True
4787,CBN,PT Cyberindo Aditama,broadband,2023-Q1,2023,1,18.31195120700529,13.411828305741892,6.908282759682357,4.719943004306229,44.996572704652884,31.472,40206,1747,0.36931722150288576,True
141607,,PT Gayatri Lintas Nusantara,broadband,2023-Q1,2023,1,5.414599938120932,4.340143027142179,2.7269141812215483,1.916908777113498,63.07115344514364,51.062,38008,146,0.3491272186957589,True
58821,,PT Lintas Jaringan Nusantara,broadband,2023-Q1,2023,1,6.129318983101871,4.592616647409922,2.87136538618642,1.9280944043182315,97.0016314956893,60.9,37953,477,0.34862200934435217,True
55685,,PT Jala Lintas Media,broadband,2023-Q1,2023,1,12.700556585084728,10.223023530041063,8.521264020922189,6.518214601118634,85.6375430495431,43.3305,37472,729,0.3442037239256861,True
38511,,PT Remala Abadi,broadband,2023-Q1,2023,1,11.984199767845032,8.799527912257409,4.645910752782827,3.5466077932694726,61.60194879955332,40.734,35836,1314,0.3291760421274788,True
17995,,PT iForte Global Internet,broadband,2023-Q1,2023,1,20.559525156185803,17.545773528713795,9.0626989191911,6.100736171792684,49.74143325459654,33.037499999999994,31350,2108,0.28796933030183225,True
